FBgn_mel	gene_symbol_mel	scaffold_mel	location_mel	strand_mel	FBgn_sim	gene_symbol_sim	scaffold_sim	location_sim	strand_sim	orthoDB_ID_sim	gene_symbol_yak	scaffold_yak	location_yak	strand_yak	FBgn_yak	orthoDB_ID_yak
130	FBgn0000473	Cyp6a2	2R	6779749..6781491	-1	FBgn0068665	Dsim\Cyp6a26	Scf_2R	3531988..3533771	-1	EOG091905TB	Cyp6a2	2R	6779749..6781491	-1	FBgn0241581	Dyak\GE24465
131	FBgn0000479	dnc	X	3176440..3343767	1	FBgn0188231	Dsim\GD16638	Scf_X	2893768..2988738	1	EOG091903LP	dnc	X	3176440..3343767	1	FBgn0233832	Dyak\GE16298
132	FBgn0000482	dor	X	1665052..1668451	1	FBgn0085986	Dsim\dor	Scf_X	1426233..1429633	1	EOG091902FX	dor	X	1665052..1668451	1	FBgn0234198	Dyak\GE16701
133	FBgn0000490	dpp	2L	2428372..2459823	1	FBgn0015673	Dsim\dpp	Scf_2L	2321707..2352943	1	EOG091906G3	dpp	2L	2428372..2459823	1	FBgn0022825	Dyak\dpp
134	FBgn0000492	Dr	3R	29556386..29565244	1	FBgn0192875	Dsim\GD21441	Scf_3R	24741773..24750525	1	EOG09190DKC	Dr	3R	29556386..29565244	1	FBgn0241008	Dyak\GE23858
135	FBgn0000499	dsh	X	11355881..11358724	1	FBgn0270641	Dsim\GD29351	Scf_X	10663338..10666184	1	EOG091907MD	dsh	X	11355881..11358724	1	FBgn0233484	Dyak\GE15927
136	FBgn0000520	dwg	X	2727698..2730042	1	FBgn0188214	Dsim\GD16618	Scf_X	2423925..2426552	1	EOG0919075P	dwg	X	2727698..2730042	1	FBgn0233816	Dyak\GE16280
137	FBgn0000524	dx	X	6533999..6538575	1	FBgn0188389	Dsim\GD16802	Scf_X	6031113..6035123	1	EOG091904XA	dx	X	6533999..6538575	1	FBgn0234248	Dyak\GE16754
138	FBgn0000527	e	3R	21229839..21237177	-1	FBgn0262091	Dsim\e	Scf_3R	4245585..4252938	1	EOG0919021W	e	3R	21229839..21237177	-1	FBgn0242095	Dyak\GE25005
139	FBgn0000529	bsh	2L	19765776..19769067	-1	FBgn0193156	Dsim\GD21734	Scf_2L	19224326..19227595	-1	EOG09190GUL	bsh	2L	19765776..19769067	-1	FBgn0230357	Dyak\GE12629
140	FBgn0000533	ea	3R	15328729..15330408	1	FBgn0190519	Dsim\GD19011	Scf_3R	10072798..10074502	-1	EOG091909CM	ea	3R	15328729..15330408	1	FBgn0241419	Dyak\GE24296
141	FBgn0000535	eag	X	14955477..15009989	1	FBgn0188749	Dsim\GD17183	Scf_X	14010758..14064438	1	EOG091901UC	eag	X	14955477..15009989	1	FBgn0234638	Dyak\GE17158
142	FBgn0000536	eas	X	16278328..16285618	1	FBgn0196149	Dsim\GD24830	Scf_X	15280708..15287965	1	EOG091907FJ	eas	X	16278328..16285618	1	FBgn0234734	Dyak\GE17256
143	FBgn0000541	E(bx)	3L	233926..246912	-1	FBgn0185240	Dsim\GD13529	Scf_3L	204366..216994	-1	EOG0919009G	E(bx)	3L	233926..246912	-1	FBgn0238316	Dyak\GE21036
144	FBgn0000542	ec	X	3811698..3857621	1	FBgn0068632	Dsim\GD16657	Scf_X	3403580..3449687	1	EOG091900ZY	ec	X	3811698..3857621	1	FBgn0233848	Dyak\GE16315
145	FBgn0000543	ecd	3L	2263581..2265857	-1	FBgn0185114	Dsim\GD13400	Scf_3L	2161259..2163531	-1	EOG09190428	ecd	3L	2263581..2265857	-1	FBgn0238962	Dyak\GE21715
146	FBgn0000546	EcR	2R	6087873..6169087	-1	FBgn0182106	Dsim\GD10334	Scf_2R	2981058..3019889	-1	EOG09190507	EcR	2R	6087873..6169087	-1	FBgn0236769	Dyak\GE19426
147	FBgn0000547	ed	2L	4031377..4115749	1	FBgn0194656	Dsim\GD23268	Scf_2L	3884308..3964882	1	EOG091900RH	ed	2L	4031377..4115749	1	FBgn0235698	Dyak\GE18270
148	FBgn0000552	Edg84A	3R	6684445..6685157	1	FBgn0191375	Dsim\GD19888	Scf_3R	2406851..2407592	1	EOG09190IF7	Edg84A	3R	6684445..6685157	1	FBgn0241975	Dyak\GE24878
149	FBgn0000557	eEF1alpha2	3R	31738468..31743306	1	FBgn0193023	Dsim\GD21598	Scf_3R	26839678..26844523	1	EOG091906VL	eEF1alpha2	3R	31738468..31743306	1	FBgn0228789	Dyak\GE10959
150	FBgn0000559	eEF2	2L	21677913..21682164	-1	FBgn0193055	Dsim\GD21631	Scf_2L	20913915..20918008	-1	EOG091902BZ	eEF2	2L	21677913..21682164	-1	FBgn0068162	Dyak\Ef2b
151	FBgn0000562	egl	2R	23734904..23746829	-1	FBgn0196332	Dsim\GD25020	Scf_2R	20086409..20098235	-1	EOG0919021H	egl	2R	23734904..23746829	-1	FBgn0229339	Dyak\GE11539
152	FBgn0000564	Eh	3R	17446642..17448858	-1	FBgn0025037	Dsim\Eh	Scf_3R	7973230..7987360	1	EOG09190JZL	Eh	3R	17446642..17448858	-1	FBgn0242351	Dyak\GE25269
153	FBgn0000565	MsrA	3L	15511052..15513202	1	FBgn0186230	Dsim\GD14549	Scf_3L	15137617..15139754	1	EOG09190DCG	MsrA	3L	15511052..15513202	1	FBgn0240350	Dyak\GE23149
154	FBgn0000566	Eip55E	2R	18627918..18629395	1	FBgn0183149	Dsim\GD11400	Scf_2R	15117643..15119017	1	EOG0919097F	Eip55E	2R	18627918..18629395	1	FBgn0229765	Dyak\GE11987
155	FBgn0000567	Eip74EF	3L	17558672..17619325	-1	FBgn0184127	Dsim\GD12395	Scf_3L	17143757..17186275	-1	EOG091907WG	Eip74EF	3L	17558672..17619325	-1	FBgn0239364	Dyak\GE22135
156	FBgn0000568	Eip75B	3L	17950953..18064696	-1	FBgn0184090	Dsim\GD12358	Scf_3L	17509338..17527308	-1	EOG091902I9	Eip75B	3L	17950953..18064696	-1	FBgn0239329	Dyak\GE22099
157	FBgn0000575	emc	3L	749400..753492	1	FBgn0185281	Dsim\GD13571	Scf_3L	713911..717801	1	EOG09190HN6	emc	3L	749400..753492	1	FBgn0028750	Dyak\emc
158	FBgn0000576	ems	3R	13901853..13904620	1	FBgn0190448	Dsim\GD18937	Scf_3R	11449925..11452624	-1	EOG09190DVB	ems	3R	13901853..13904620	1	FBgn0243334	Dyak\GE26304
159	FBgn0000577	en	2R	11524006..11528210	-1	FBgn0044189	Dsim\en	Scf_2R	8115922..8120137	-1	EOG09190CJ9	en	2R	11524006..11528210	-1	FBgn0231183	Dyak\GE13516
160	FBgn0000578	ena	2R	19141632..19163705	1	FBgn0183180	Dsim\GD11431	Scf_2R	15634620..15656669	1	EOG091906TV	ena	2R	19141632..19163705	1	FBgn0229796	Dyak\GE12021
161	FBgn0000579	Eno	2L	1724768..1729636	-1	FBgn0194293	Dsim\GD22899	Scf_2L	1651731..1656227	-1	EOG091906OG	Eno	2L	1724768..1729636	-1	FBgn0233043	Dyak\GE15467
162	FBgn0000581	E(Pc)	2R	11452043..11465270	1	FBgn0182564	Dsim\GD10801	Scf_2R	8047895..8056840	1	EOG091900NN	E(Pc)	2R	11452043..11465270	1	FBgn0230113	Dyak\GE12366
163	FBgn0000588	esc	2L	11827204..11829405	-1	FBgn0193563	Dsim\GD22153	Scf_2L	11461200..11465596	-1	EOG0919097U	esc	2L	11827204..11829405	-1	FBgn0276641	Dyak\GE28486
164	FBgn0000591	E(spl)m8-HLH	3R	26040240..26041008	1	FBgn0082740	Dsim\E(spl)	Scf_3R	21362849..21363704	1	EOG09190H0L	E(spl)m8-HLH	3R	26040240..26041008	1	FBgn0084506	Dyak\GE23650
165	FBgn0000606	eve	2R	9979319..9980795	1	FBgn0269020	Dsim\GD27730	Scf_2R	6640460..6644528	1	EOG09190EWC	eve	2R	9979319..9980795	1	FBgn0024766	Dyak\eve
166	FBgn0000611	exd	X	15992468..15996509	1	FBgn0188823	Dsim\GD17261	Scf_X	15047440..15051283	1	EOG09190BIB	exd	X	15992468..15996509	1	FBgn0234722	Dyak\GE17244
167	FBgn0000615	exu	2R	20667427..20671083	-1	FBgn0196568	Dsim\GD25256	Scf_2R	17079585..17083304	-1	EOG0919078J	exu	2R	20667427..20671083	-1	FBgn0231428	Dyak\GE13776
168	FBgn0000617	e(y)1	X	17842161..17843348	1	FBgn0188927	Dsim\GD17368	Scf_X	16835367..16836548	1	EOG09190ESM	e(y)1	X	17842161..17843348	1	FBgn0235136	Dyak\GE17689
169	FBgn0000618	e(y)2	X	11576118..11576620	-1	FBgn0195867	Dsim\GD24533	Scf_X	10875571..10876068	-1	EOG09190JXR	e(y)2	X	11576118..11576620	-1	FBgn0234764	Dyak\GE17290
170	FBgn0000625	eyg	3L	12462537..12468021	-1	FBgn0184446	Dsim\GD12719	Scf_3L	12156599..12162076	-1	EOG09190987	eyg	3L	12462537..12468021	-1	FBgn0237444	Dyak\GE20121
171	FBgn0000629	E(z)	3L	10634575..10638130	-1	FBgn0184582	Dsim\GD12857	Scf_3L	10374639..10377951	-1	EOG091902Z7	E(z)	3L	10634575..10638130	-1	FBgn0237584	Dyak\GE20265
172	FBgn0000633	CG17716	2R	13623044..13749367	1	FBgn0182740	Dsim\GD10980	Scf_2R	10173417..10324924	1	EOG0919032A	CG17716	2R	13623044..13749367	1	FBgn0230290	Dyak\GE12558
173	FBgn0000635	Fas2	X	4132887..4206093	-1	FBgn0083435	Dsim\Fas2	Scf_X	3713181..3799512	-1	EOG091902KL	Fas2	X	4132887..4206093	-1	FBgn0234362	Dyak\GE16870
174	FBgn0000636	Fas3	2L	18320102..18393441	1	FBgn0195494	Dsim\GD24138	Scf_2L	17845924..17918664	1	EOG0919068O	Fas3	2L	18320102..18393441	1	FBgn0230883	Dyak\GE13188
175	FBgn0000639	Fbp1	3L	14094589..14098053	-1	FBgn0184358	Dsim\GD12631	Scf_3L	13760397..13763854	-1	EOG0919026P	Fbp1	3L	14094589..14098053	-1	FBgn0237355	Dyak\GE20030
176	FBgn0000640	Fbp2	2L	9426784..9427917	1	FBgn0024781	Dsim\Fbp2	Scf_2L	9116787..9117856	1	EOG09190F5R	Fbp2	2L	9426784..9427917	1	FBgn0236223	Dyak\GE18839
177	FBgn0000644	Fcp3C	X	3173376..3174474	-1	FBgn0187964	Dsim\GD16341	Scf_X	2839411..2840448	-1	EOG09190GP1	Fcp3C	X	3173376..3174474	-1	FBgn0234395	Dyak\GE16905
178	FBgn0000658	fj	2R	18232761..18236311	1	FBgn0194450	Dsim\GD23059	Scf_2R	14757592..14761236	1	EOG091907HU	fj	2R	18232761..18236311	1	FBgn0229719	Dyak\GE11939
179	FBgn0000659	fkh	3R	28580976..28585264	-1	FBgn0189572	Dsim\GD18028	Scf_3R	23784998..23788875	-1	EOG091909A1	fkh	3R	28580976..28585264	-1	FBgn0228365	Dyak\GE10507
180	FBgn0000662	fl(2)d	2R	13819624..13824553	-1	FBgn0197023	Dsim\GD25741	Scf_2R	10396144..10401064	-1	EOG09190B8F	fl(2)d	2R	13819624..13824553	-1	FBgn0231021	Dyak\GE13341
181	FBgn0000667	Actn	X	2023822..2042311	-1	FBgn0270146	Dsim\GD28856	Scf_X	1760682..1778353	-1	EOG091901RU	Actn	X	2023822..2042311	-1	FBgn0234475	Dyak\GE16989
182	FBgn0000709	fliI	X	21339741..21345088	1	FBgn0196204	Dsim\GD24888	Scf_X	19932146..19937319	1	EOG0919010E	fliI	X	21339741..21345088	1	FBgn0235355	Dyak\GE17919
183	FBgn0000711	flw	X	10385960..10409817	1	FBgn0188553	Dsim\GD16975	Scf_X	9741645..9763507	1	EOG091909DH	flw	X	10385960..10409817	1	FBgn0235284	Dyak\GE17843
184	FBgn0000715	FMRFa	2R	9906294..9910457	1	FBgn0182464	Dsim\GD10699	Scf_2R	6571073..6575170	1	EOG09190AF7	FMRFa	2R	9906294..9910457	1	FBgn0236666	Dyak\GE19316
185	FBgn0000719	fog	X	22824317..22855194	-1	FBgn0187147	Dsim\GD15480	Scf_X	20677277..20705639	-1	EOG09190BQH	fog	X	22824317..22855194	-1	FBgn0232849	Dyak\GE15262
186	FBgn0000721	for	2L	3622074..3656953	-1	FBgn0194136	Dsim\GD22740	Scf_2L	3480388..3510027	-1	EOG09190290	for	2L	3622074..3656953	-1	FBgn0232417	Dyak\GE14825
187	FBgn0000723	FER	3R	9367603..9394546	-1	FBgn0192266	Dsim\GD20803	Scf_3R	15806087..15832771	1	EOG0919018J	FER	3R	9367603..9394546	-1	FBgn0241886	Dyak\GE24784
188	FBgn0000808	gd	X	11985154..11987764	-1	FBgn0187600	Dsim\GD15951	Scf_X	11243568..11245831	-1	EOG0919066U	gd	X	11985154..11987764	-1	FBgn0235035	Dyak\GE17578
189	FBgn0000810	fs(1)K10	X	2242138..2246041	1	FBgn0188203	Dsim\GD16603	Scf_X	1973698..1977620	1	EOG09190HNM	fs(1)K10	X	2242138..2246041	1	FBgn0276843	Dyak\GE28688
190	FBgn0000826	png	X	1356488..1357601	-1	FBgn0188042	Dsim\GD16426	Scf_X	1139766..1140895	-1	EOG09190DTS	png	X	1356488..1357601	-1	FBgn0234047	Dyak\GE16532
191	FBgn0000927	fs(1)Ya	X	2724286..2726577	1	FBgn0196058	Dsim\GD24737	Scf_X	2420411..2422701	1	EOG091905LM	fs(1)Ya	X	2724286..2726577	1	FBgn0233814	Dyak\GE16278
192	FBgn0000928	fs(1)Yb	X	2720468..2724158	1	FBgn0270441	Dsim\GD29151	Scf_X	2416564..2420297	1	EOG091901RT	fs(1)Yb	X	2720468..2724158	1	FBgn0233813	Dyak\GE16277
193	FBgn0000996	dup	2R	15376619..15380988	-1	FBgn0196904	Dsim\GD25618	Scf_2R	11924141..11928678	-1	EOG0919043Y	dup	2R	15376619..15380988	-1	FBgn0067985	Dyak\dup
194	FBgn0001075	ft	2L	4198404..4221796	-1	FBgn0194115	Dsim\GD22718	Scf_2L	4045118..4087996	-1	EOG0919000C	ft	2L	4198404..4221796	-1	FBgn0232356	Dyak\GE14764
195	FBgn0001077	ftz	3R	6864324..6866244	1	FBgn0020697	Dsim\ftz	Scf_3R	2583959..2585901	1	EOG09190CCT	ftz	3R	6864324..6866244	1	FBgn0241981	Dyak\GE24884
196	FBgn0001078	ftz-f1	3L	18750607..18801309	-1	FBgn0184059	Dsim\GD12327	Scf_3L	18270204..18311741	-1	EOG0919045V	ftz-f1	3L	18750607..18801309	-1	FBgn0239287	Dyak\GE22055
197	FBgn0001079	fu	X	18657755..18661204	1	FBgn0196175	Dsim\GD24858	Scf_NODE_39788	46755..50125	1	EOG0919036B	fu	X	18657755..18661204	1	FBgn0235188	Dyak\GE17742
198	FBgn0001083	fw	X	11992915..12003914	-1	FBgn0187597	Dsim\GD15948	Scf_X	11250947..11262073	-1	EOG091900XE	fw	X	11992915..12003914	-1	FBgn0234225	Dyak\GE16729
199	FBgn0001084	fy	2L	8401476..8403280	-1	FBgn0193810	Dsim\GD22404	Scf_2L	8128437..8130046	-1	EOG09190ALI	fy	2L	8401476..8403280	-1	FBgn0228825	Dyak\GE10996
200	FBgn0001085	fz	3L	14274343..14368639	1	FBgn0186171	Dsim\GD14489	Scf_3L	13934742..14022853	1	EOG0919043M	fz	3L	14274343..14368639	1	FBgn0239244	Dyak\GE22012
201	FBgn0001086	fzy	2L	16310956..16313097	1	FBgn0195410	Dsim\GD24052	Scf_2L	15836752..15838990	1	EOG091906OF	fzy	2L	16310956..16313097	1	FBgn0238721	Dyak\GE21464
202	FBgn0001087	g	X	13727204..13736278	-1	FBgn0187530	Dsim\GD15877	Scf_X	12945401..12954677	-1	EOG091902VD	g	X	13727204..13736278	-1	FBgn0041643	Dyak\g
203	FBgn0001089	Gal	2L	6003574..6006827	-1	FBgn0194014	Dsim\GD22613	Scf_2L	5799153..5802321	-1	EOG091904DC	Gal	2L	6003574..6006827	-1	FBgn0236331	Dyak\GE18961
204	FBgn0001090	bnb	X	18794246..18797687	-1	FBgn0041666	Dsim\bnb	Scf_X	17594421..17597476	-1	EOG09190EU9	bnb	X	18794246..18797687	-1	FBgn0233063	Dyak\GE15487
205	FBgn0001098	Gdh	3R	23935958..23943101	-1	FBgn0189864	Dsim\GD18335	Scf_3R	19298715..19305811	-1	EOG091904US	Gdh	3R	23935958..23943101	-1	FBgn0228680	Dyak\GE10843
206	FBgn0001104	Galphai	3L	6972750..6980044	-1	FBgn0184821	Dsim\GD13099	Scf_3L	6827711..6835084	-1	EOG09190AAD	Galphai	3L	6972750..6980044	-1	FBgn0237769	Dyak\GE20454
207	FBgn0001105	Gbeta13F	X	15860115..15866175	1	FBgn0188810	Dsim\GD17247	Scf_X	14911241..14917174	1	EOG09190ABJ	Gbeta13F	X	15860115..15866175	1	FBgn0234708	Dyak\GE17230
208	FBgn0001108	DCTN1-p150	3L	13929387..13934656	1	FBgn0186144	Dsim\GD14462	Scf_3L	13594246..13599307	1	EOG091901HP	DCTN1-p150	3L	13929387..13934656	1	FBgn0239219	Dyak\GE21986
209	FBgn0001112	Gld	3R	7252063..7265703	-1	FBgn0013875	Dsim\Gld	Scf_3R	3000933..3014572	-1	EOG09190498	Gld	3R	7252063..7265703	-1	FBgn0013927	Dyak\Gld
210	FBgn0001114	Glt	2L	8672698..8676804	1	FBgn0194936	Dsim\GD23558	Scf_2L	8386173..8389895	1	EOG091906JV	Glt	2L	8672698..8676804	1	FBgn0236175	Dyak\GE18789
211	FBgn0001120	gnu	3L	14802380..14803360	-1	FBgn0184323	Dsim\GD12596	Scf_3L	14444302..14445293	-1	EOG09190ETS	gnu	3L	14802380..14803360	-1	FBgn0237325	Dyak\GE19999
212	FBgn0001122	Galphao	2R	10437985..10465701	1	FBgn0182506	Dsim\GD10742	Scf_2R	7093532..7119234	1	EOG09190A4T	Galphao	2R	10437985..10465701	1	FBgn0236709	Dyak\GE19363
213	FBgn0001123	Galphas	2R	23942538..23946936	1	FBgn0183551	Dsim\GD11812	Scf_2R	20285869..20290270	1	EOG091909KZ	Galphas	2R	23942538..23946936	1	FBgn0231957	Dyak\GE14344
214	FBgn0001124	Got1	2R	16138352..16141928	1	FBgn0182919	Dsim\GD11164	Scf_2R	12695763..12699307	1	EOG091909JD	Got1	2R	16138352..16141928	1	FBgn0229552	Dyak\GE11758
215	FBgn0001125	Got2	2L	1984512..1987758	-1	FBgn0194275	Dsim\GD22881	Scf_2L	1894933..1898200	-1	EOG091907TU	Got2	2L	1984512..1987758	-1	FBgn0232866	Dyak\GE15280
216	FBgn0001128	Gpdh1	2L	5943643..5948968	1	FBgn0012837	Dsim\Gpdh	Scf_2L	5738645..5743797	1	EOG09190AR3	Gpdh1	2L	5943643..5948968	1	FBgn0017652	Dyak\Gpdh
217	FBgn0001133	grau	2R	21009764..21011921	-1	FBgn0196547	Dsim\GD25235	Scf_2R	17409581..17411731	-1	EOG091904XK	grau	2R	21009764..21011921	-1	FBgn0231406	Dyak\GE13753
218	FBgn0001134	Grd	3L	17823333..17839767	1	FBgn0186404	Dsim\GD14728	Scf_3L	17396428..17412120	1	EOG0919055F	Grd	3L	17823333..17839767	1	FBgn0237259	Dyak\GE19930
219	FBgn0001137	grk	2L	8431086..8433598	-1	FBgn0193807	Dsim\GD22401	Scf_2L	8157909..8160428	-1	EOG09190HNW	grk	2L	8431086..8433598	-1	FBgn0228812	Dyak\GE10983
220	FBgn0001138	grn	3R	8147368..8181444	-1	FBgn0192349	Dsim\GD20889	Scf_3R	16960494..16994221	1	EOG091909UF	grn	3R	8147368..8181444	-1	FBgn0241970	Dyak\GE24873
221	FBgn0001139	gro	3R	26041736..26049911	1	FBgn0192706	Dsim\GD21265	Scf_3R	21364347..21371512	1	EOG091903NX	gro	3R	26041736..26049911	1	FBgn0240816	Dyak\GE23652
222	FBgn0001142	Gs1	2L	132077..134472	1	FBgn0194394	Dsim\GD23002	Scf_2L	117805..120212	1	EOG091908J2	Gs1	2L	132077..134472	1	FBgn0234104	Dyak\GE16593
223	FBgn0001145	Gs2	X	11422832..11430197	1	FBgn0188597	Dsim\GD17021	Scf_X	10733264..10740266	1	EOG09190918	Gs2	X	11422832..11430197	1	FBgn0233492	Dyak\GE15935
224	FBgn0001147	gsb-n	2R	25040383..25052331	-1	FBgn0196214	Dsim\GD24898	Scf_2R	21347361..21359446	-1	EOG091909ZY	gsb-n	2R	25040383..25052331	-1	FBgn0229199	Dyak\GE11387
225	FBgn0001148	gsb	2R	25061964..25064643	1	FBgn0183657	Dsim\GD11918	Scf_2R	21368454..21371650	1	EOG09190B89	gsb	2R	25061964..25064643	1	FBgn0232069	Dyak\GE14464
226	FBgn0001149	GstD1	3R	12367817..12369268	-1	FBgn0012838	Dsim\GstD1	Scf_3R	12916844..12920034	1	EOG09190F2W	GstD1	3R	12367817..12369268	-1	FBgn0013168	Dyak\GstD1
227	FBgn0001150	gt	X	2427113..2428967	-1	FBgn0269989	Dsim\GD28699	Scf_X	2135110..2139320	-1	EOG09190FDJ	gt	X	2427113..2428967	-1	FBgn0234433	Dyak\GE16945
228	FBgn0001168	h	3L	8675759..8679253	1	FBgn0016346	Dsim\h	Scf_3L	8457751..8461469	1	EOG09190FO3	h	3L	8675759..8679253	1	FBgn0238065	Dyak\GE20765
229	FBgn0001169	H	3R	20621938..20628915	1	FBgn0190865	Dsim\GD19363	Scf_3R	4852258..4859273	-1	EOG091906C5	H	3R	20621938..20628915	1	FBgn0242738	Dyak\GE25676
230	FBgn0001170	H2.0	2L	6013059..6019402	-1	FBgn0194011	Dsim\GD22610	Scf_2L	5808479..5814798	-1	EOG09190DDJ	H2.0	2L	6013059..6019402	-1	FBgn0236329	Dyak\GE18959
231	FBgn0001174	halo	2L	1517533..1518148	-1	FBgn0194299	Dsim\GD22905	Scf_2L	1454666..1456903	-1	EOG09190JH2	halo	2L	1517533..1518148	-1	FBgn0233127	Dyak\GE15555
232	FBgn0001179	hay	3L	10631079..10633969	1	FBgn0185933	Dsim\GD14248	Scf_3L	10371412..10374060	1	EOG091902X7	hay	3L	10631079..10633969	1	FBgn0238996	Dyak\GE21750
233	FBgn0001180	hb	3R	8690980..8697822	-1	FBgn0186789	Dsim\GD15118	Scf_3R	16469902..16472723	1	EOG091905UB	hb	3R	8690980..8697822	-1	FBgn0022824	Dyak\hb
234	FBgn0001185	her	2L	16677185..16679691	1	FBgn0195423	Dsim\GD24067	Scf_2L	16204521..16206702	1	EOG0919049Z	her	2L	16677185..16679691	1	FBgn0230473	Dyak\GE12751
235	FBgn0001186	Hex-A	X	9585675..9589813	1	FBgn0196098	Dsim\GD24777	Scf_X	9012927..9017028	1	EOG09190717	Hex-A	X	9585675..9589813	1	FBgn0020950	Dyak\Hex-A
236	FBgn0001187	Hex-C	2R	15218837..15220329	-1	FBgn0196916	Dsim\GD25630	Scf_2R	11776876..11778465	-1	EOG0919091T	Hex-C	2R	15218837..15220329	-1	FBgn0020949	Dyak\Hex-C
237	FBgn0001189	hfw	X	1669570..1673608	1	FBgn0268939	Dsim\GD27649	Scf_X	1430753..1434428	1	EOG091905NL	hfw	X	1669570..1673608	1	FBgn0234199	Dyak\GE16702
238	FBgn0001197	His2Av	3R	26866929..26869220	1	FBgn0192748	Dsim\GD21310	Scf_3R	22152934..22154939	1	EOG09190J0I	His2Av	3R	26866929..26869220	1	FBgn0240855	Dyak\GE23696
239	FBgn0001202	hook	2L	19030844..19033498	-1	FBgn0193208	Dsim\GD21788	Scf_2L	18548240..18550891	-1	EOG091904D9	hook	2L	19030844..19033498	-1	FBgn0230407	Dyak\GE12681
240	FBgn0001206	Hmr	X	10590920..10595855	-1	FBgn0066164	Dsim\Hmr	Scf_X	9937803..9942678	-1	EOG091901AO	Hmr	X	10590920..10595855	-1	FBgn0232964	Dyak\GE15386
241	FBgn0001208	Hn	3L	7760453..7763166	1	FBgn0185730	Dsim\GD14035	Scf_3L	7591676..7594354	1	EOG0919070D	Hn	3L	7760453..7763166	1	FBgn0068144	Dyak\Hn
242	FBgn0001215	Hrb98DE	3R	28599834..28605777	1	FBgn0269963	Dsim\GD28673	Scf_3R	23803288..23809002	1	EOG09190E5G	Hrb98DE	3R	28599834..28605777	1	FBgn0240946	Dyak\GE23791
243	FBgn0001216	Hsc70-1	3L	13974061..13977761	1	FBgn0186148	Dsim\GD14466	Scf_3L	13638384..13642094	1	EOG091904NJ	Hsc70-1	3L	13974061..13977761	1	FBgn0239222	Dyak\GE21989
244	FBgn0001217	Hsc70-2	3R	13044759..13047388	1	FBgn0190389	Dsim\GD18878	Scf_3R	12291923..12294504	-1	EOG091904E8	Hsc70-2	3R	13044759..13047388	1	FBgn0243273	Dyak\GE26242
245	FBgn0001218	Hsc70-3	X	11801696..11807117	-1	FBgn0187618	Dsim\GD15970	Scf_X	11064215..11069475	-1	EOG091904CP	Hsc70-3	X	11801696..11807117	-1	FBgn0068142	Dyak\Hsc70-3
246	FBgn0001220	Hsc70-5	2R	14252598..14256192	-1	FBgn0196977	Dsim\GD25692	Scf_2R	10843477..10846568	-1	EOG0919045L	Hsc70-5	2R	14252598..14256192	-1	FBgn0230075	Dyak\GE12323
247	FBgn0001222	Hsf	2R	18130303..18134634	-1	FBgn0066162	Dsim\Hsf	Scf_2R	14653662..14657790	-1	EOG091903TJ	Hsf	2R	18130303..18134634	-1	FBgn0066133	Dyak\Hsf
248	FBgn0001223	Hsp22	3L	9372931..9374964	1	FBgn0185860	Dsim\GD14173	Scf_3L	9140931..9142798	1	EOG09190GOL	Hsp22	3L	9372931..9374964	1	FBgn0238121	Dyak\GE20830
249	FBgn0001224	Hsp23	3L	9381882..9382765	1	FBgn0185863	Dsim\GD14176	Scf_3L	9149753..9150639	1	EOG09190GWO	Hsp23	3L	9381882..9382765	1	FBgn0238123	Dyak\GE20832
250	FBgn0001225	Hsp26	3L	9376418..9377427	-1	FBgn0184658	Dsim\GD12933	Scf_3L	9144400..9145306	-1	EOG09190FXG	Hsp26	3L	9376418..9377427	-1	FBgn0238521	Dyak\GE21250
251	FBgn0001226	Hsp27	3L	9384063..9385694	1	FBgn0185864	Dsim\GD14177	Scf_3L	9151910..9153143	1	EOG09190FPO	Hsp27	3L	9384063..9385694	1	FBgn0238124	Dyak\GE20833
252	FBgn0001227	Hsp67Ba	3L	9377802..9379534	-1	FBgn0184657	Dsim\GD12932	Scf_3L	9145086..9147379	-1	EOG09190C85	Hsp67Ba	3L	9377802..9379534	-1	FBgn0238520	Dyak\GE21249
253	FBgn0001228	CG4456	3L	9372722..9374964	1	FBgn0268999	Dsim\GD27709	Scf_3L	9140726..9141977	1	EOG09190IGC	CG4456	3L	9372722..9374964	1	FBgn0068141	Dyak\Hsp67Bb
254	FBgn0001229	Hsp67Bc	3L	9371511..9372497	-1	FBgn0184659	Dsim\GD12934	Scf_3L	9139513..9140604	-1	EOG09190FO2	Hsp67Bc	3L	9371511..9372497	-1	FBgn0068140	Dyak\Hsp67Bc
255	FBgn0001230	Hsp68	3R	24055080..24057310	-1	FBgn0067521	Dsim\Hsp68	Scf_3R	19420010..19422248	-1	EOG091904GK	Hsp68	3R	24055080..24057310	-1	FBgn0042719	Dyak\Hsp68
256	FBgn0001233	Hsp83	3L	3192969..3197059	1	FBgn0012840	Dsim\Hsp83	Scf_3L	3090311..3094187	1	EOG091904BZ	Hsp83	3L	3192969..3197059	1	FBgn0238602	Dyak\GE21339
257	FBgn0001235	hth	3R	10507561..10639568	-1	FBgn0192184	Dsim\GD20718	Scf_3R	14636204..14741131	1	EOG091906B4	hth	3R	10507561..10639568	-1	FBgn0241790	Dyak\GE24684
258	FBgn0001247	Ide	3L	20371672..20375896	-1	FBgn0183933	Dsim\GD12197	Scf_3L	19831882..19838198	-1	EOG091901BL	Ide	3L	20371672..20375896	-1	FBgn0239634	Dyak\GE22411
